79f803e9|GREEDY_COIN|140|277|2026-04-24 12:01:06
79f803e9|DP_KNAPSACK|100|22|2026-04-24 12:25:32
79f803e9|DP_KNAPSACK|200|23|2026-04-24 12:25:34
79f803e9|DP_FIBONACCI|100|7|2026-04-24 12:31:08
79f803e9|DP_KNAPSACK|100|1|2026-04-24 12:31:19
79f803e9|GREEDY_COIN|100|135|2026-04-24 13:32:37
79f803e9|GREEDY_KNAPSACK|100|204|2026-04-24 13:33:46
79f803e9|DP_KNAPSACK|100|2|2026-04-24 13:34:36
79f803e9|DP_FIBONACCI|150|2|2026-04-27 16:34:53
79f803e9|DP_KNAPSACK|100|12|2026-04-27 16:35:39
79f803e9|GREEDY_ACTIVITY|190|111|2026-04-30 09:38:32
79f803e9|GREEDY_COIN|100|589|2026-04-30 09:39:00
79f803e9|GREEDY_COIN|200|22|2026-04-30 09:39:25
79f803e9|GREEDY_KNAPSACK|100|724|2026-04-30 09:41:16
79f803e9|GREEDY_KNAPSACK|200|751|2026-04-30 09:41:42
79f803e9|GREEDY_KNAPSACK|300|765|2026-04-30 09:41:56
79f803e9|DP_KNAPSACK|100|987|2026-04-30 09:45:38
79f803e9|DP_LCS|100|1007|2026-04-30 09:45:59
79f803e9|DP_KNAPSACK|200|1318|2026-04-30 09:51:09
f65d0da1|DP_KNAPSACK|300|2|2026-04-30 10:33:57
f65d0da1|DP_KNAPSACK|400|2|2026-04-30 10:33:58
f65d0da1|GREEDY_COIN|340|36|2026-04-30 10:34:21
